name,invariant,level,match,target
Exp1/dtw,w,1,-250429.11460621303,4
Exp1/dtw,n1,2,-252540.813487098,4
Exp1/dtw,s,1,-259784.79044343642,4
Exp1/dtw,t,1,-262700.61103689845,4
Exp1/dtw,st,1,-273127.92228264106,4
Exp1/dtw,s,2,-292198.71874958434,4
Exp1/dtw,i,1,-403226.0047890812,4
Exp1/dtw,v,1,-42014.28534490699,5
Exp1/dtw,v,2,-53324.91254289451,5
Exp1/dtw,v,0,-83275.22198206608,5
Exp1/dtw,a,0,-105854.3766510562,5
Exp1/dtw,n1,2,-122632.26281633432,5
Exp1/dtw,n2,0,-126253.41772631729,5
Exp1/dtw,n2,2,-127717.50521814442,5
Exp1/dtw,a,1,-128371.47088004302,5
Exp1/dtw,n1,1,-141455.2684922465,5
Exp1/dtw,w,1,-156501.1596649783,5
Exp1/dtw,s,1,-157047.98796530487,5
Exp1/dtw,w,2,-165659.44053728136,5
Exp1/dtw,s,0,-174907.71396788245,5
Exp1/dtw,n1,0,-175590.10767317383,5
Exp1/dtw,a,2,-185258.40780458323,5
Exp1/dtw,w,0,-188651.20904697268,5
Exp1/dtw,t,2,-191205.1215939326,5
Exp1/dtw,st,0,-193392.76661152046,5
Exp1/dtw,n2,1,-195698.887616944,5
Exp1/dtw,w,0,-198423.41909637037,5
Exp1/dtw,s,2,-200519.39090001778,5
Exp1/dtw,t,0,-206820.72870443284,5
Exp1/dtw,t,2,-212828.99658489073,5
Exp1/dtw,t,1,-216226.06727524332,5
Exp1/dtw,t,0,-229876.7613065527,5
Exp1/dtw,w,1,-243488.73456045045,5
Exp1/dtw,st,1,-260111.12777951141,5
Exp1/dtw,t,1,-268070.36500579084,5
Exp1/dtw,w,2,-288456.9703813922,5
Exp1/dtw,i,1,-315495.2328912663,5
Exp1/dtw,st,2,-347625.9235357542,5
Exp1/dtw,v,2,-109241.31707207698,6
Exp1/dtw,v,1,-115715.58737762451,6
Exp1/dtw,v,0,-120205.14359196635,6
Exp1/dtw,t,1,-129295.33556903369,6
Exp1/dtw,n2,1,-131442.82188622135,6
Exp1/dtw,n1,0,-132879.86010245618,6
Exp1/dtw,s,1,-136697.50624079586,6
Exp1/dtw,w,2,-140632.72111200012,6
Exp1/dtw,st,1,-149281.45177327027,6
Exp1/dtw,n1,2,-157040.64126244097,6
Exp1/dtw,w,1,-159245.48278445576,6
Exp1/dtw,n2,2,-159637.37218134236,6
Exp1/dtw,w,1,-167342.28931923842,6
Exp1/dtw,a,0,-176966.0865684033,6
Exp1/dtw,st,2,-188566.77156638753,6
Exp1/dtw,t,1,-191174.292244778,6
Exp1/dtw,a,1,-205371.42645908028,6
Exp1/dtw,t,2,-210294.64742162984,6
Exp1/dtw,s,2,-214773.17158632693,6
Exp1/dtw,n2,0,-227707.22386451814,6
Exp1/dtw,w,0,-228141.08389392626,6
Exp1/dtw,st,0,-229113.67938500305,6
Exp1/dtw,t,0,-261102.34022377027,6
Exp1/dtw,t,2,-286367.8420240883,6
Exp1/dtw,s,0,-289649.97284222755,6
Exp1/dtw,w,0,-299469.91253918776,6
Exp1/dtw,n1,1,-303506.8841312121,6
Exp1/dtw,i,1,-304762.0121814341,6
Exp1/dtw,t,0,-329692.41367023095,6
Exp1/dtw,a,2,-373453.2931886327,6
Exp1/dtw,w,2,-386498.0663997248,6
