name,invariant,level,match,target
Exp1/mse,n1,2,-506.74346281906475,2
Exp1/mse,s,1,-786.016789290614,2
Exp1/mse,a,1,-817.9850703737914,2
Exp1/mse,s,0,-904.5379826505867,2
Exp1/mse,t,2,-1088.612459714246,2
Exp1/mse,t,0,-1137.2112407937038,2
Exp1/mse,t,1,-1339.80365155033,2
Exp1/mse,t,1,-1692.323572178951,2
Exp1/mse,a,2,-1845.4733130224297,2
Exp1/mse,t,2,-2717.9274183647717,2
Exp1/mse,t,0,-2912.6284062138957,2
Exp1/mse,i,1,-4532.158205580741,2
Exp1/mse,n2,0,-17.365362303787784,3
Exp1/mse,v,0,-21.46817979882162,3
Exp1/mse,w,1,-23.577655858252115,3
Exp1/mse,st,0,-29.865713835057807,3
Exp1/mse,s,2,-56.75531848070853,3
Exp1/mse,w,0,-70.68632735189142,3
Exp1/mse,st,1,-78.9889600945767,3
Exp1/mse,w,2,-87.99307151039889,3
Exp1/mse,n2,1,-93.34747121773741,3
Exp1/mse,w,1,-97.04609624333051,3
Exp1/mse,w,2,-103.20038489239998,3
Exp1/mse,st,2,-173.75653322576053,3
Exp1/mse,v,1,-193.87917580204376,3
Exp1/mse,w,0,-205.6990624096687,3
Exp1/mse,n1,1,-233.07546490351956,3
Exp1/mse,n1,0,-265.95862147329314,3
Exp1/mse,s,1,-318.02776753892937,3
Exp1/mse,a,0,-324.25429585991645,3
Exp1/mse,n2,2,-349.8679608965391,3
Exp1/mse,s,0,-471.71951041896796,3
Exp1/mse,v,2,-539.2701463134642,3
Exp1/mse,t,0,-861.8013460860769,3
Exp1/mse,t,1,-876.0248604600199,3
Exp1/mse,t,2,-972.4235470036062,3
Exp1/mse,n1,2,-1017.6117877944288,3
Exp1/mse,t,0,-1057.4327592829243,3
Exp1/mse,t,1,-1154.6294223740315,3
Exp1/mse,t,2,-1192.2893540652399,3
Exp1/mse,a,1,-1298.4759523483185,3
Exp1/mse,a,2,-2922.7951382035817,3
Exp1/mse,i,1,-3048.333644427806,3
Exp1/mse,n1,0,-12.131428137687774,4
Exp1/mse,w,1,-25.282184059859514,4
Exp1/mse,v,0,-25.534135903105366,4
Exp1/mse,w,0,-26.6908592036686,4
Exp1/mse,w,2,-27.08438367468299,4
Exp1/mse,n2,0,-36.47133685522065,4
Exp1/mse,w,2,-79.26793922153543,4
Exp1/mse,st,1,-79.74199150158154,4
Exp1/mse,st,0,-81.13061809440217,4
Exp1/mse,n1,1,-102.75934287931813,4
Exp1/mse,st,2,-104.59626815373808,4
Exp1/mse,w,1,-108.30982802632764,4
Exp1/mse,w,0,-112.40291986668183,4
Exp1/mse,s,2,-121.69748663987296,4
Exp1/mse,a,0,-132.01697724150026,4
Exp1/mse,t,1,-145.6341651044538,4
Exp1/mse,s,1,-146.15034994593177,4
Exp1/mse,n2,1,-157.67969530128144,4
Exp1/mse,t,2,-181.70710946923103,4
Exp1/mse,t,0,-195.4070430495668,4
Exp1/mse,v,1,-203.61232345988347,4
Exp1/mse,s,0,-211.8785937806346,4
Exp1/mse,t,0,-247.46460913740847,4
Exp1/mse,t,2,-289.39100198771183,4
Exp1/mse,n1,2,-348.3336368239483,4
Exp1/mse,t,1,-363.2533047016092,4
Exp1/mse,n2,2,-372.87129127521996,4
Exp1/mse,i,1,-430.39867769889133,4
Exp1/mse,a,1,-519.5616193740814,4
Exp1/mse,v,2,-553.582995563183,4
Exp1/mse,a,2,-1163.9964318846717,4
Exp1/mse,v,0,-22.00725669829784,5
Exp1/mse,n2,0,-35.622477585750865,5
Exp1/mse,w,0,-55.706403924791076,5
Exp1/mse,w,1,-56.53547402645967,5
Exp1/mse,w,1,-60.1808783869282,5
Exp1/mse,st,0,-60.21919005284305,5
Exp1/mse,w,0,-77.1362595127321,5
Exp1/mse,s,2,-93.6426077906919,5
Exp1/mse,w,2,-97.6996358850186,5
Exp1/mse,n2,1,-103.76818623512331,5
Exp1/mse,st,1,-107.92186392458595,5
Exp1/mse,w,2,-131.02747995551508,5
Exp1/mse,a,0,-145.3073346469385,5
Exp1/mse,n1,0,-151.91330456489555,5
Exp1/mse,st,2,-174.2670154566621,5
Exp1/mse,t,2,-182.8152770345354,5
Exp1/mse,v,1,-194.61898492357065,5
Exp1/mse,s,0,-200.76603662003424,5
Exp1/mse,t,1,-215.49180388479144,5
Exp1/mse,s,1,-248.50751740677325,5
Exp1/mse,t,0,-264.7104931612512,5
Exp1/mse,t,0,-312.19683720537455,5
Exp1/mse,t,1,-331.6345740526141,5
Exp1/mse,n2,2,-332.2389641975977,5
Exp1/mse,n1,1,-347.25581012115197,5
Exp1/mse,t,2,-359.24010055260067,5
Exp1/mse,i,1,-472.53072165289893,5
Exp1/mse,n1,2,-485.7756771703074,5
Exp1/mse,v,2,-540.2107228930086,5
Exp1/mse,a,1,-582.9554200627862,5
Exp1/mse,a,2,-1313.5130981537932,5
Exp1/mse,n1,0,-4.26312242956902,6
Exp1/mse,w,1,-8.082456496162111,6
Exp1/mse,st,0,-12.32801551737602,6
Exp1/mse,v,0,-21.346073399937676,6
Exp1/mse,w,0,-22.408993224627977,6
Exp1/mse,w,2,-28.487821780140333,6
Exp1/mse,st,1,-28.634180982045685,6
Exp1/mse,w,2,-29.01873672773101,6
Exp1/mse,n2,0,-31.563488851476023,6
Exp1/mse,s,2,-44.673376976152504,6
Exp1/mse,st,2,-50.85871338967962,6
Exp1/mse,w,1,-53.68112110071428,6
Exp1/mse,n1,1,-61.30790710739167,6
Exp1/mse,w,0,-65.52997217659367,6
Exp1/mse,n2,1,-135.9893446740608,6
Exp1/mse,v,1,-193.69697457688585,6
Exp1/mse,s,0,-233.44732274828885,6
Exp1/mse,a,0,-247.72663360959933,6
Exp1/mse,t,0,-259.68882696820106,6
Exp1/mse,s,1,-292.0858765013166,6
Exp1/mse,n2,2,-319.00198535108217,6
Exp1/mse,t,1,-465.5942628786284,6
Exp1/mse,t,2,-503.8301261703313,6
Exp1/mse,t,2,-508.92421445371724,6
Exp1/mse,v,2,-539.027917266501,6
Exp1/mse,t,1,-591.3676355362538,6
Exp1/mse,n1,2,-640.7590809622417,6
Exp1/mse,t,0,-671.5720103878225,6
Exp1/mse,a,1,-992.8272530204524,6
Exp1/mse,i,1,-1212.075810952148,6
Exp1/mse,a,2,-2235.3399761018336,6
