word,date,matches,freq
#,1783,81,7.48E-06
#,1784,184,1.37E-05
#,1785,118,9.09E-06
#,1786,129,1.03E-05
#,1787,205,8.73E-06
#,1788,295,1.16E-05
#,1789,167,8.28E-06
#,1790,171,7.38E-06
#,1791,190,8.44E-06
#,1792,189,7.72E-06
#,1793,130,5.45E-06
#,1794,204,8.40E-06
#,1795,258,1.01E-05
#,1796,209,7.71E-06
#,1797,218,1.05E-05
#,1798,147,6.89E-06
#,1799,208,7.53E-06
#,1800,335,7.67E-06
#,1801,429,6.48E-06
#,1802,442,8.97E-06
#,1803,390,5.69E-06
