word,date,freq
^Ci,1673,2.03E-07
^Ci,1674,2.13E-07
^Ci,1675,2.09E-07
^Ci,1676,2.13E-07
^Ci,1677,1.96E-07
^Ci,1678,2.12E-07
^Ci,1679,2.27E-07
^Ci,1680,2.22E-07
^Ci,1681,2.03E-07
^Ci,1682,2.03E-07
^Ci,1683,2.32E-07
^Ci,1684,2.07E-07
^Ci,1685,2.17E-07
^Ci,1686,2.34E-07
^Ci,1687,2.14E-07
^Ci,1688,2.08E-07
^Ci,1689,1.93E-07
^Ci,1690,2.10E-07
^Ci,1691,2.18E-07
^Ci,1692,2.10E-07
^Ci,1693,2.49E-07
^Ci,1694,2.04E-07
^Ci,1695,2.14E-07
^Ci,1696,2.07E-07
^Ci,1697,2.19E-07
^Ci,1698,2.10E-07
^Ci,1699,2.00E-07
^Ci,1700,2.18E-07
^di,1476,2.34E-08
^di,1477,1.12E-08
^di,1478,1.69E-08
^di,1479,1.08E-08
^di,1480,1.20E-08
^di,1481,6.12E-09
^di,1482,3.68E-09
^di,1483,3.43E-09
^di,1484,4.16E-09
^di,1485,5.93E-09
^di,1486,1.37E-08
^di,1487,2.82E-09
^di,1489,4.26E-09
^di,1490,3.55E-09
^di,1491,2.37E-09
^di,1492,9.28E-09
^di,1493,1.20E-08
^di,1494,1.33E-08
^di,1495,2.12E-09
^di,1496,7.18E-09
^di,1497,4.12E-09
^di,1498,5.31E-09
^di,1499,4.41E-09
^di,1500,1.88E-09
^di,1502,3.78E-09
^di,1503,1.00E-08
^di,1504,1.42E-09
^di,1506,4.13E-09
^di,1507,1.54E-09
^di,1508,1.14E-08
^di,1509,4.09E-09
^di,1510,5.24E-09
^di,1511,1.83E-09
^di,1513,1.22E-09
^di,1514,4.57E-10
^di,1515,1.76E-09
^di,1516,2.90E-09
^di,1517,1.14E-08
^di,1518,9.42E-09
^di,1519,1.19E-08
^di,1520,5.09E-09
^di,1521,1.88E-09
^di,1523,6.15E-09
^di,1524,7.61E-10
^di,1525,5.07E-09
^di,1526,3.30E-09
^di,1527,6.55E-09
^di,1528,9.78E-09
^di,1529,7.80E-09
^di,1530,7.05E-09
^di,1531,1.12E-08
^di,1532,9.72E-09
^di,1533,6.57E-09
^di,1534,9.38E-09
^di,1535,5.16E-09
^di,1536,9.87E-09
^di,1537,8.65E-09
^di,1538,1.12E-08
^di,1539,1.19E-08
^di,1540,5.71E-09
^di,1541,1.28E-08
^di,1542,1.12E-08
^di,1543,1.34E-08
^di,1544,1.38E-08
^di,1545,1.10E-08
^di,1546,1.03E-08
^di,1547,1.28E-08
^di,1548,1.52E-08
^di,1549,1.17E-08
^di,1550,1.20E-08
^di,1551,1.83E-08
^di,1552,1.38E-08
^di,1553,1.47E-08
^di,1554,1.93E-08
^di,1555,1.29E-08
^di,1556,1.62E-08
^di,1557,1.32E-08
^di,1558,1.76E-08
^di,1559,1.45E-08
^di,1560,1.62E-08
^di,1561,1.47E-08
^di,1562,1.56E-08
^di,1563,1.99E-08
^di,1564,1.61E-08
^di,1565,1.77E-08
^di,1566,1.90E-08
^di,1567,2.29E-08
^di,1568,1.47E-08
^di,1569,1.71E-08
^di,1570,1.61E-08
^di,1571,2.02E-08
^di,1572,2.34E-08
^di,1573,1.65E-08
^di,1574,1.59E-08
^di,1575,2.04E-08
^di,1576,2.00E-08
^di,1577,1.74E-08
^di,1578,2.52E-08
^di,1579,1.83E-08
^di,1580,1.46E-08
^di,1581,1.76E-08
^di,1582,1.73E-08
^di,1583,2.09E-08
^di,1584,1.93E-08
^di,1585,2.01E-08
^di,1586,2.42E-08
^di,1587,2.09E-08
^di,1588,2.10E-08
^di,1589,1.82E-08
